	Text
6322	همون طور که ميدونيد اين تبلت از پردازنده بسيار قدرتمند NVIDIA Tegra 3 با فرکانس 1.6 گيگاهرتز چهار + يک هسته اي استفاده مي‌کنه که نسبت به سخت افزار ايپد بسيار قوي تره اما ايپد جديد بدليل وجود سيستم عاملش به سخت افزار کمتر نياز داره  و بخاطر همين است که اپل ios 6 رو براي 3gs آفون قرار داده وگرنه گالکسي ايس از پردازنده قدرتمند از اون داره ولي به آندرويد 4 آپديت نميشه دليلش بخاطر همين موضوع است و  قريبا نمي شه گفت که ايپد بهتر از  تبلت تي اف 700 باشه.
6256	اما از اون 49 درصد گوشي android ي شايد 10 درصدشون توانايي اجراي بازي هاي سنگين رو داشته باشن .
4691	در خريد اين گوشي شک نکنيد.
346	رابط کاربری HTC Desire SV بسیار شبیه به رابط کاربری گوشی‌های خانواده One کمپانی HTC نظیر HTC One X و HTC One S است.
1565	لازم به ذکر است که ایسوس دلیل  اصلی قرار دادن این نوار پلاستیکی را،  بهبود کیفیت Wi-Fi و GPS دستگاه اعلام کرده است.
5104	به راستي که يه گوشي عالي هستش ازصفحه نمايش 5 اينچي اش گرفته تا سيستم سخت‌افزاري قوي‌اش ولي حيف که باطريش خيلي ضعيفه.
7222	به قياس قيمت و کارايي از آيپد ميني بهتره 7.
1867	سخت افزار گلکسی اس 3 از چیپ (Exynos 4 (4412،  پردازنده چهار هسته‌ای قدرتمند Cortex A9 با فرکانس 1.4 گیگاهرتز و پردازشگر گرافیکی Mali-400MP به همراه دو گیگابایت حافظه رم بهره می‌برد که تفاوت سخت‌افزاری آن نسبت به برادر خود یعنی Galaxy S III I9300 همین دو برابر شدن حافظه رم و مدل چیپ آن می‌باشد که این گوشی را به یکی از سریع‌ترین گوشی‌های موجود در بازار تبدیل کرده است.
524	پس بهتر است در این مورد حواستان جمع باشد.
3402	"مدتيه که اين دوربين رو از ديجي کالا خريداري کردم
لازم دونستم چندتا نکته رو به اطلاع کساني که قصد خريد اين مدل رو دارند برسونم
اول از هرچيزي توجه داشته باشين که صفحه لمسي اين دوربين مقاومتيه
کابل HDMI  نداره و بايد جداگانه تهيه بشه
با توجه به ژاپني بودن دوربين منوي شروع به زبان ژاپنيه و تمام محتويات دفترچه راهنماي دوربين به زبان ژاپني نوشته شده!"
1542	اما از نظر قابلیت عکاسی،  ال‌جی برای این مدل چیزی کم نگذاشته است.
2093	شیوه کاملاً نوین تعامل با تلویزیون را تجربه کنید.
6462	طراحي زيبا 3.
2275	صفحه نمایش 4 اینچی با کیفیت فوق‌العاده در کنار پردازنده قدرتمند به شما این امکان را می‌دهد تا از بهترین تجربه کاری با تمامی برنامه‌ها و بازی‌های سیستم عامل iOS بهره‌مند شوید.
4436	اگه کارت حافظه ميخورد يا حداقل حافظه داخليش زياد تر بود رقيب خوبي براي 920 ميشد
7165	اين کنترل از نسخه‌ي اوليه‌ي آن که در کنسول XBOX 360 نسخه‌ي Premium وجود داشت، بزرگ ‌تر است و از لحاظ امکانات و قابليت‌ها، از نسخه‌ي قبلي خود کامل‌ تر است و اين مساله استفاده‌ي آن را در کاربردهاي مختلف افزايش مي‌دهد.
6998	• کنترل چند رسانه جهاني ـ اين وسيله در شنيدن موسيقي و پخش DVD کاربرد فراواني دارد.
6675	2- پيامهاي جديد خود را ميتوانيد با يک لمس افقي از ليست حذف کنيد.3-در صورتي که مايل به پاسخ به تماسي نيستيد ميتوانيد با رد کردن تماس و ارسال همزمان يک پيامک طرف مقابل را از موقعيت خود با اطلاع کنيد .
3375	"من اين گوشي رو دو هفته هست که دارم گوشي خيلي خوبي هست فقط چند تا عيب کوچيک داره
1- کليد هاي لمسي پايين صفحه نياز به فشار بيشتري دارند
2-دوربينش توي نور روز خيلي عالي هست ولي وقتي نور کم باشه کيفيتش خيلي مياد پايين
3-باتريش در استفاده معمول که شامل اينترنت و بازي ميشه بيشتر از 24 ساعت دوام نداره
ولي در کل نسبت به قيمتش خيلي خوبه"
480	در قسمت بالای این دوربین نیز فلش بالا جهنده ای قرار گرفته است که خیلی قدرتمند است و بردی در حد 10 متر دارد.
4899	دوربين فلاش اتوماتيک نداره حتي آپديت 4 هم نداشت.
4285	حيف که سيم کارت نميخوره
7288	کلا بسيار گوشي جمع و جور و خوش دستي هست!
2147	سنسور تصویر از همان سنسورهای 1/2.3 اینچی کوچک است که بر روی دوربین‌های این رده استفاده می‌شود.
2427	اگرچه جنس بدنه Google Nexus 7 از پلاستیک ساخته شده است اما بسیار مقاوم و با کیفیت به نظر می‌رسد و به دلیل شکل کاملا مستطیلی آن،  به راحتی می‌توان با یک دست با آن کار کرد.
313	شما می توانید به صورت دستی به رزولوشن های بالاتر نیز برسید،  البته این خیلی توصیه نمی شود و بیشتر برای اسکن عکس هایی با کیفیت بالا و استفاده در قطع بزرگ به کار می آید.
2010	دوربین فیلم‌برداری JVC مدل GZ-MG555 به قابلیت‌های جدیدی برای کاهش نویز تصویر مجهز است.
280	برای مثال شما می‌توانید ابعاد کاشی‌های متحرک (Live Tiles) را تغییر داده و چیدمان آن‌ها را بنا به سلیقه‌ی خود تغییر دهید.
5354	2- دوم اينکه در اين گوش وقتي مي خواهيد عکس بگيريد تصاوير نمايش داده شده در صفحه نمايش بسيار زنده و روشن هستند اما وقتي عکس گرفته مي شود ديگر تصوير save شده به آن صورت قبل زنده و روشن نيست.
687	برتری اصلی این پنل نسبت به پنل های TN در کیفیت رنگ‌های عالی و زوایای دید بسیار بالای آن است.
2935	شاید چنین آرایش دکمه‌ی فیزیکی در کنار دکمه‌ی لمسی در نگاه اول کمی عجیب به نظر برسد ولی پس از مدتی کار کردن با آن متوجه لذت بخشی چنین طراحی می‌شوید.
4834	اين يکي از بهترين هاست.
3895	باتشکر از وقتي که گذاشتيد.
6801	لذت تماشاي فيلم هاي HD رو از دست نديد7- دوربين ري خيلي با کيفيت هست هم تو عکس و هم تو فيلم از وايلد فاير بالاتره ولي تنظيمات منوي دوربين وايلد فاير کاملتر هست8- کيفيت و بلندي صداي بلند گو هاي ري بالا تر هست9-  ري واقعا گوشي خوبي هست،  هم خوش دسته و هم خوش استيل (البته طلايي رو گرفتم) باريک و سبک که به راحتي تو جيب پيراهن جا ميشه10 - نسخه اندرويد 2.3.4 داره که خيلي عاليه و تغييرات جالبي نسبت به 2.3.3 و 2.2.1 کرده11- پردازنده قوي داره و بازي هاي HD رو به خوبي اجرا ميکنه.
4367	با سلام من 2 روزه خريدم خيلي عاليه
7179	واحد پردازش گرافيکي اين کنسول،  در فرکانس ۵۰۰ مگاهرتز کار مي‌کند و با استفاده از فن‌آوري ۹۰ نانومتري طراحي شده است.
