	Text	Value	Tokens
92	وقتی دوربین را با یک دست نگه داشته‌اید،  انگشت شست دست راست شما به راحتی می‌تواند به بیشتر کنترل‌های مهم دسترسی پیدا کند.	1	['دوربین', 'دست', 'نگه', 'داشته\u200cاید', 'انگشت', 'شست', 'دست', 'راحتی', 'کنترل\u200cهای', 'مهم', 'دسترسی']
93	پیچ تنظیم شوتینگ مودها هم مثل مدل‌های پیشین رو به عقب ساخته شده ولی طراحی آن خیلی تمیز تر می‌باشد و احساس نمی‌کنیم که گویی آن قسمت از دوربین بر اثر گرما ذوب شده باشد.	1	['پیچ', 'تنظیم', 'شوتینگ', 'مودها', 'مدل\u200cهای', 'پیشین', 'طراحی', 'تمیز', 'می\u200cباشد', 'احساس', 'نمی\u200cکنیم', 'قسمت', 'دوربین', 'اثر', 'گرما', 'ذوب', 'شده_باشد']
94	F660 از بیشتر دوربین‌های کامپکت point to shoot بزرگ‌تر می‌باشد.	0	['F', '660', 'دوربین\u200cهای', 'کامپکت', 'point', 'to', 'shoot', 'بزرگ\u200cتر', 'می\u200cباشد']
95	ولی این بزرگ‌تر بودن باعث نشده که در دست گیری آن سخت شود.	1	['بزرگ\u200cتر', 'باعث', 'دست']
96	ابعاد دقیقا آن نیز 104 x 59 x 33 میلی متر است که تا حدودی از F770 هم باریک‌تر و هم کوچک‌تر می‌باشد.	0	['ابعاد', '104', 'x', '59', 'x', '33', 'میلی', 'متر', 'حدودی', 'F', '770', 'باریک\u200cتر', 'کوچک\u200cتر', 'می\u200cباشد']
97	مودهای عکاسی که از طریق پیچ تنظیم می‌توانند انتخاب شوند واقعا متنوع هستند.	1	['مودهای', 'عکاسی', 'پیچ', 'تنظیم', 'می\u200cتوانند', 'انتخاب', 'متنوع']
98	همانند مدل‌های پیشین،  F660 نیز دوربینی است که می‌تواند علاوه بر عکاسان مبتدی یا کسانی که فقط با فشردن دکمه‌ی شاتر قصد عکاسی دارند،  مورد استفاده‌ی عکاسان حرفه ای هم قرار گیرد.	0	['مدل\u200cهای', 'پیشین', 'F', '660', 'دوربینی', 'علاوه', 'عکاسان', 'مبتدی', 'فشردن', 'دکمه\u200cی', 'شاتر', 'قصد', 'عکاسی', 'استفاده\u200cی', 'عکاسان', 'حرفه', 'قرار']
99	به خصوص اینکه مجهز به مودهای عکاسی حرفه ای تر P,A,S,M هم می‌باشد.	1	['خصوص', 'مجهز', 'مودهای', 'عکاسی', 'حرفه', 'P,A,S,M', 'می\u200cباشد']
100	ولی برخلاف F770 نمی‌توان در فرمت حرفه ای تر و خام RAW با آن عکاسی کرد.	-1	['برخلاف', 'F', '770', 'نمی\u200cتوان', 'فرمت', 'حرفه', 'خام', 'RAW', 'عکاسی']
101	بدین ترتیب با این دوربین فقط می‌توانید در فرمت JPEG عکاسی نمایید.	0	['ترتیب', 'دوربین', 'می\u200cتوانید', 'فرمت', 'JPEG', 'عکاسی', 'نمایید']
102	مود EXR این دوربین درست مانند مود عکاسی intelligent Auto و Smart Auto بر روی دوربین‌های دیگر عمل می‌کند.	0	['مود', 'EXR', 'دوربین', 'مود', 'عکاسی', 'intelligent', 'Auto', 'Smart', 'Auto', 'دوربین\u200cهای', 'می\u200cکند']
103	با گذاشتن دوربین بر روی این مود،  کافیست که برای گرفتن عکس آن را به سوی سوژه نشانه بروید و دکمه‌ی شاتر را بفشارید تا دوربین خود نوع صحنه،  شرایط نوری و دیگر موارد را بسنجد و تنظیمات را بر روی بهترین حالت قرار دهد تا با کیفیت‌ترین عکس بدست آید.	1	['گذاشتن', 'دوربین', 'مود', 'کافیست', 'عکس', 'سوژه', 'نشانه', 'بروید', 'دکمه\u200cی', 'شاتر', 'بفشارید', 'دوربین', 'صحنه', 'شرایط', 'نوری', 'بسنجد', 'تنظیمات', 'حالت', 'قرار', 'کیفیت\u200cترین', 'عکس', 'بدست']
104	مود Adv (Advanced) قابلیت‌های خیلی خوبی مثل اینکه چند عکس در کنار هم برای عکاسی پانوراما تهیه کنید را به شما می‌دهد.	1	['مود', 'Adv', 'Advanced', 'قابلیت\u200cهای', 'خوبی', 'عکس', 'عکاسی', 'پانوراما', 'تهیه', 'می\u200cدهد']
105	این دوربین توانایی ضبط ویدیویی 1080p Full HD را نیز دارد.	1	['دوربین', 'توانایی', 'ضبط', 'ویدیویی', '1080', 'p', 'Full', 'HD']
106	این فیلم برداری می‌تواند با سرعت 30 فریم انجام شود و امکان استفاده از زوم کامل اپتیکال و ضبط صدای استریو نیز با آن وجود دارد.	0	['فیلم', 'سرعت', '30', 'فریم', 'امکان', 'زوم', 'اپتیکال', 'ضبط', 'صدای', 'استریو']
107	به نظر می‌رسد که F660 واقعا فیلم بردار خوبی باشد.	1	['نظر', 'F', '660', 'فیلم', 'بردار', 'خوبی']
108	بعلاوه اینکه این دوربین توانایی ضبط ویدیویی با سرعت خیلی زیاد بعلاوه اینکه این دوربین توانایی ضبط ویدیویی با سرعت خیلی زیاد 320 فریم بر ثانیه را نیز دارد تا بعدا وقتی آن را با سرعت 30 فریم بر ثانیه مشاهده می‌کنید یک فیلم اسلوموشن را شاهد باشید.	1	['دوربین', 'توانایی', 'ضبط', 'ویدیویی', 'سرعت', 'دوربین', 'توانایی', 'ضبط', 'ویدیویی', 'سرعت', '320', 'فریم', 'ثانیه', 'سرعت', '30', 'فریم', 'ثانیه', 'مشاهده', 'می\u200cکنید', 'فیلم', 'اسلوموشن', 'شاهد']
109	همچنین این دوربین توانایی عکاسی پیاپی با سرعت 8 فریم بر ثانیه در رزولوشن کامل را نیز دارد.	1	['دوربین', 'توانایی', 'عکاسی', 'پیاپی', 'سرعت', '8', 'فریم', 'ثانیه', 'رزولوشن']
110	عکاسی پیاپی با سرعت 11 فریم بر ثانیه هم می‌تواند انجام گیرد ولی رزولوشن به 8 مگاپیکسل کاهش می‌یابد.	-1	['عکاسی', 'پیاپی', 'سرعت', '11', 'فریم', 'ثانیه', 'رزولوشن', '8', 'مگاپیکسل', 'کاهش', 'می\u200cیابد']
111	همان‌طور که گفتیم،  این دوربین مجهز به لنز فوجینون 24-360 میلی متر با توانایی زوم 15 برابر است که تا کنون برای یک دوربین کامپکت در این ابعاد کوچک بی سابقه بوده است.	1	['همان\u200cطور', 'دوربین', 'مجهز', 'لنز', 'فوجینون', '24', '360', 'میلی', 'متر', 'توانایی', 'زوم', '15', 'دوربین', 'کامپکت', 'ابعاد', 'کوچک', 'سابقه', 'بوده_است']
112	این لنز در حالت واید 24 میلی متر به راحتی می‌تواند میدان دیدی کاملا گسترده را پوشش دهد تا در یک عکس بتوانید تصویر یک چشم انداز طبیعی پهناور را ثبت کنید.	1	['لنز', 'حالت', 'واید', '24', 'میلی', 'متر', 'راحتی', 'میدان', 'دیدی', 'گسترده', 'پوشش', 'عکس', 'بتوانید', 'تصویر', 'چشم', 'انداز', 'طبیعی', 'پهناور', 'ثبت']
113	همچنین برای عکاسی از محیط‌های داخلی و یا جمع بزرگ دوستان هم مناسب است.	1	['عکاسی', 'محیط\u200cهای', 'داخلی', 'جمع', 'دوستان', 'مناسب']
114	هرچند که این دوربین از داشتن لنز با توانایی زوم 20 برابر F770 محروم است،  اما توانایی زوم 15 برابر آن نیز باعث می‌شود تا بتوانید سوژه‌هایی کاملا دوردست را هم با کیفیتی کاملا بالا ثبت کنید.	1	['دوربین', 'لنز', 'توانایی', 'زوم', '20', 'F', '770', 'محروم', 'توانایی', 'زوم', '15', 'باعث', 'بتوانید', 'سوژه\u200cهایی', 'دوردست', 'کیفیتی', 'ثبت']
115	بعلاوه‌ی اینکه چنین لنزی بر روی این دوربین کامپکت واقعا کم نظیر است.	2	['بعلاوه\u200cی', 'لنزی', 'دوربین', 'کامپکت']
116	به دلیل توانایی تولید چنین بزرگنمایی زیادی،  لرزش دست می‌تواند در عکس گرفته شده تاثیر زیادی داشته باشد و به راحتی مقدار کمی از آن باعث به طور کلی تار شدگی عکس شود.	-1	['دلیل', 'توانایی', 'تولید', 'بزرگنمایی', 'زیادی', 'لرزش', 'دست', 'عکس', 'تاثیر', 'زیادی', 'داشته_باشد', 'راحتی', 'باعث', 'تار', 'شدگی', 'عکس']
117	به همین دلیل نیز F660 از لرزش گیر ترکیبی تصویر مکانیکی پیشرفته و الکترونیکی بهره می‌برد تا بتوانید با خیال آسوده و حتی در سرعت‌های شاتر پایین و بزرگنمایی های بالا نیز عکس‌های خیلی شارپ و با کیفیتی تولید کنید.	2	['دلیل', 'F', '660', 'لرزش', 'ترکیبی', 'تصویر', 'مکانیکی', 'پیشرفته', 'الکترونیکی', 'بهره', 'می\u200cبرد', 'بتوانید', 'خیال', 'آسوده', 'سرعت\u200cهای', 'شاتر', 'پایین', 'بزرگنمایی', 'عکس\u200cهای', 'شارپ', 'کیفیتی', 'تولید']
118	اما کمینه‌ی نسبت کانونی آن در حالت واید و زوم،  f/3.5-5.6 می‌باشد که عالی نیست ولی خوب است تا در عکاسی شرایط نوری ضعیف هم مشکل زیادی نداشته باشید.	1	['کمینه\u200cی', 'نسبت', 'کانونی', 'حالت', 'واید', 'زوم', 'f/', '3.5', '5.6', 'می\u200cباشد', 'عالی', 'عکاسی', 'شرایط', 'نوری', 'ضعیف', 'مشکل', 'زیادی', 'نداشته_باشید']
119	طبق ادعای فوجی فیلم این دوربین می‌تواند در مدت زمان 0.16 ثانیه بر روی سوژه فوکوس کند تا یکی از سریع‌ترین مکانیسم‌های فوکوس خودکار را هم به خود اختصاص داده باشد.	1	['طبق', 'ادعای', 'فوجی', 'فیلم', 'دوربین', '0.16', 'ثانیه', 'سوژه', 'فوکوس', 'سریع\u200cترین', 'مکانیسم\u200cهای', 'فوکوس', 'خودکار', 'اختصاص', 'داده_باشد']
120	سنسور تصویر 16 مگاپیکسلی CMOS این دوربین دقیقا همانی است که بر روی دوربین F600 سال گذشته و دوربین همزمان معرفی شده‌ی F770 هم وجود دارد و از این لحاظ هیچ تغییری بین این سه به چشم نمی‌خورد.	0	['سنسور', 'تصویر', '16', 'مگاپیکسلی', 'CMOS', 'دوربین', 'همانی', 'دوربین', 'F', '600', 'سال', 'دوربین', 'معرفی', 'شده\u200cی', 'F', '770', 'لحاظ', 'تغییری', 'سه', 'چشم', 'نمی\u200cخورد']
121	نمایشگر 3 اینچی هم رزولوشن 460,000 پیکسل را ارایه می‌دهد که رزولوشن بسیار بالا و خوبیست.	2	['نمایشگر', '3', 'اینچی', 'رزولوشن', '460', '000', 'پیکسل', 'ارایه', 'می\u200cدهد', 'رزولوشن', 'خوبیست']
122	این دوربین مجهز به یک فلاش Pgr-up قدرتمند با برد موثر 3.7 متر نیز هست.	1	['دوربین', 'مجهز', 'فلاش', 'Pgr-up', 'قدرتمند', 'برد', 'موثر', '3.7', 'متر']
123	در قسمت لبه‌ی سمت راست دوربین کاوری لاستیکی دیده می‌شوند که پورت‌های این دوربین زیر آن قرار گرفته‌اند.	0	['قسمت', 'لبه\u200cی', 'سمت', 'دوربین', 'کاوری', 'لاستیکی', 'دیده_می\u200cشوند', 'پورت\u200cهای', 'دوربین', 'قرار', 'گرفته\u200cاند']
124	در زیر آن می‌توانیم شاهد یک پورت استاندارد HDMI و یک پورت AV/USB هم دیده می‌شود.	0	['می\u200cتوانیم', 'شاهد', 'پورت', 'استاندارد', 'HDMI', 'پورت', 'AV/USB', 'دیده_می\u200cشود']
125	F660 مجهز به باتری لیتیوم-یونی قابل شارژ NP-50A می‌باشد که در هر بار شارژ کامل توانایی شارژ دهی به اندازه‌ی گرفتن 300 عکس را دارد.	1	['F', '660', 'مجهز', 'باتری', 'لیتیوم-یونی', 'شارژ', 'NP-', '50', 'A', 'می\u200cباشد', 'شارژ', 'توانایی', 'شارژ', 'اندازه\u200cی', '300', 'عکس']
126	عکس‌های گرفته شده نیز بر روی کارت حافظه‌ی SD/SDHC/SDXC ذخیره می‌شوند.	0	['عکس\u200cهای', 'کارت', 'حافظه\u200cی', 'SD/SDHC/SDXC', 'ذخیره', 'می\u200cشوند']
127	به هر صورت همان‌طور که گفتیم،  F660 دوربین کامپکت سوپر زوم بسیار خوبیست که از ویژگی‌ها و فن آوری های خیلی پیشرفته و خوبی بهره می‌برد.	2	['همان\u200cطور', 'F', '660', 'دوربین', 'کامپکت', 'سوپر', 'زوم', 'خوبیست', 'ویژگی\u200cها', 'فن', 'آوری', 'پیشرفته', 'خوبی', 'بهره', 'می\u200cبرد']
128	از این جمله می‌توان به طراحی و ساخت بسیار با کیفیت و ارگونومیک،  مودهای عکاسی حرفه ای،  توانایی ضبط ویدیویی 1080p Full HD،  سنسور بسیار پیشرفته و با کیفیت،  نمایشگر خیلی خوب و از همه بهتر لنز با توانایی زوم 15 برابر اشاره کرد.	2	['جمله', 'می\u200cتوان', 'طراحی', 'ساخت', 'کیفیت', 'ارگونومیک', 'مودهای', 'عکاسی', 'حرفه', 'توانایی', 'ضبط', 'ویدیویی', '1080', 'p', 'Full', 'HD', 'سنسور', 'پیشرفته', 'کیفیت', 'نمایشگر', 'لنز', 'توانایی', 'زوم', '15', 'اشاره']
