Keywords	Targets	Text	Value
[]	[]	طبق ادعایی که خود پاناسونیک کرده،  سرعت فوکوس خودکار این دوربین حدود 28 درصد بیشتر از مدل پیشین می‌باشد.	0
[{'Position': ['105', '112'], 'Value': '+', 'Text': 'ارتقائی'}, {'Position': ['113', '119'], 'Value': '-', 'Text': 'نداشته'}]	[]	در مورد نمایشگر هم بگوییم که دقیقا همان نمایشگری است که بر روی FT1 هم دیده بودیم و نه سایز و نه کیفیت آن ارتقائی نداشته.	-1
[]	[]	این دوربین مجهز به پورت HDMI برای اتصال به HDTV هم می‌باشد.	0
[]	[]	شارژ دهی باتری لیتیومی شارژی این دوربین با GPS روشن حدود 310 عکس می‌باشد که از 340 عکس دوربین FT1 کمتر است.	0
[]	[]	مطمئنا GPS در مصرف باتری نقش زیادی را ایفا کرده است.	0
[{'Position': ['71', '81'], 'Value': '+', 'Text': 'کاملا شارپ'}, {'Position': ['112', '120'], 'Value': '+', 'Text': 'خیلی خوب'}]	[{'Position': ['45', '53'], 'Value': '', 'Text': 'عکس\u200cهایی', 'RelationText': 'عکس', 'Opinions': [{'Position': ['71', '81'], 'Value': '+', 'Text': 'کاملا شارپ'}]}, {'Position': ['105', '111'], 'Value': '', 'Text': 'جزئیات', 'RelationText': 'جزئیات', 'Opinions': [{'Position': ['112', '120'], 'Value': '+', 'Text': 'خیلی خوب'}]}]	از نظر کیفیت عکس‌های گرفته شده باید گفت که،  عکس‌هایی که با FT3 گرفتیم کاملا شارپ هستند و در بیشتر مناطق جزئیات خیلی خوب نمایش داده می‌شود.	+2
[{'Position': ['11', '19'], 'Value': '+', 'Text': 'خیلی خوب'}]	[{'Position': ['0', '7'], 'Value': '', 'Text': 'نورسنجی', 'RelationText': 'نورسنجی', 'Opinions': [{'Position': ['11', '19'], 'Value': '+', 'Text': 'خیلی خوب'}]}]	نورسنجی هم خیلی خوب صورت می‌گیرد.	+2
[{'Position': ['11', '22'], 'Value': '+', 'Text': 'کاملا طبیعی'}]	[{'Position': ['0', '6'], 'Value': '', 'Text': 'رنگ\u200cها', 'RelationText': 'رنگ', 'Opinions': [{'Position': ['11', '22'], 'Value': '+', 'Text': 'کاملا طبیعی'}]}]	رنگ‌ها نیز کاملا طبیعی هستند هرچند که مقداری به سمت رنگ‌های گرم می‌روند.	+1
[{'Position': ['89', '97'], 'Value': '-', 'Text': 'مشکل ساز'}, {'Position': ['51', '55'], 'Value': '-', 'Text': 'نویز'}]	[]	از نظر عملکرد در حساسیت‌های مختلف هم باید گفت که،  نویز تنها از ایزو 800 می‌تواند مقداری مشکل ساز باشد.	-1
[]	[]	از ایزو 1600 نیز جزئیات شروع به ناپدید شدن می‌کنند که این به دلیل کار کردن سیستم کاهش نویز است.	0
[{'Position': ['30', '40'], 'Value': '+', 'Text': 'بسیار راضی'}]	[{'Position': ['12', '25'], 'Value': '', 'Text': 'کیفیت عکس\u200cهای', 'RelationText': 'کیفیت عکس', 'Opinions': [{'Position': ['30', '40'], 'Value': '+', 'Text': 'بسیار راضی'}]}]	بنابراین از کیفیت عکس‌های FT3 بسیار راضی هستیم.	+2
[]	[]	به هر صورت همان‌طور که گفتیم،  FT3 دوربینی است مناسب ماجراجویان،  ورزشکاران یا همه‌ی کاربرانی که در شرایط مخاطره آمیزی برای وسایل الکترونیکی قصد عکاسی دارند.	0
[{'Position': ['47', '52'], 'Value': '-', 'Text': 'نگران'}, {'Position': ['98', '105'], 'Value': '-', 'Text': 'نخواهید'}, {'Position': ['106', '109'], 'Value': '+', 'Text': 'بود'}]	[]	با FT3 دیگر در کوهستان،  جنگل و یا کنار دریا،  نگران خیس شدن،  زمین خوردن و یا یخ‌زدگی دوربین خود نخواهید بود.	+1
[{'Position': ['16', '24'], 'Value': '+', 'Text': 'به راحتی'}]	[]	همچنان که با آن به راحتی می‌توانید به عکاسی زیر آب نیز بپردازید.	+1
[]	[]	از رقبای اصلی این دوربین می‌توان به Canon Powershot D10،  Casio EX-G1،  Fujifilm Finepix XP10،  Olympus Mju Tough 6010،  Olympus Mju Tough 8000،  Pentax Optio W90 و Sony Cybershot DSC-TX5 اشاره کرد.	0
[]	[]	• طراحی و ساخت بدنه خارجی E1-531 کاملا از پلاستیک براق مشکی ساخته شده ولی هنگامی که دستگاه را باز می‌کنید،  با ترکیبی از رنگ‌های نقره ای و مشکی مواجه خواهید شد به طوری که استراحتگاه مچ دست کاملا نقره ای بوده ولی کیبورد و قسمت‌های بالاتر،  مشکی و مات هستند.	0
[{'Position': ['101', '108'], 'Value': '+', 'Text': 'استحکام'}, {'Position': ['88', '93'], 'Value': '+', 'Text': 'کیفیت'}, {'Position': ['109', '114'], 'Value': '+', 'Text': 'بالای'}]	[{'Position': ['101', '108'], 'Value': '', 'Text': 'استحکام', 'RelationText': 'استحکام', 'Opinions': [{'Position': ['109', '114'], 'Value': '+', 'Text': 'بالای'}]}]	درست است که بدنه دستگاه فلزی ساخته نشده است ولی به محض اینکه با لپ‌تاپ کار کنید،  متوجه کیفیت ساخت و استحکام بالای دستگاه خواهید شد.	+1
[{'Position': ['23', '34'], 'Value': '+', 'Text': 'بسیار مقاوم'}, {'Position': ['50', '55'], 'Value': '+', 'Text': 'راحتی'}]	[{'Position': ['0', '6'], 'Value': '', 'Text': 'لولاها', 'RelationText': 'لولا', 'Opinions': [{'Position': ['23', '34'], 'Value': '+', 'Text': 'بسیار مقاوم'}]}, {'Position': ['9', '15'], 'Value': '', 'Text': 'چارچوب', 'RelationText': 'چارچوب', 'Opinions': [{'Position': ['23', '34'], 'Value': '+', 'Text': 'بسیار مقاوم'}]}]	لولاها و چارچوب لپ‌تاپ بسیار مقاوم ساخته شده و به راحتی می‌توانند ضربات کوچک ایجاد شده،  مصارف روزمره را تحمل کرده و دچار خمش یا پیچش نخواهند شد.	+2
[{'Position': ['22', '26'], 'Value': '+', 'Text': 'بزرگ'}, {'Position': ['29', '39'], 'Value': '+', 'Text': 'کاملاً صاف'}]	[{'Position': ['4', '17'], 'Value': '', 'Text': 'استراحتگاه مچ', 'RelationText': 'استراحتگاه مچ', 'Opinions': [{'Position': ['22', '26'], 'Value': '+', 'Text': 'بزرگ'}, {'Position': ['29', '39'], 'Value': '+', 'Text': 'کاملاً صاف'}]}]	بخش استراحتگاه مچ دست بزرگ و کاملاً صاف بوده و فضای کافی را برای مچ دستان فراهم می‌کنند.	+2
[{'Position': ['67', '78'], 'Value': '+', 'Text': 'بسیار مناسب'}]	[{'Position': ['0', '3'], 'Value': '', 'Text': 'وزن', 'RelationText': 'وزن', 'Opinions': [{'Position': ['67', '78'], 'Value': '+', 'Text': 'بسیار مناسب'}]}]	وزن این دستگاه تقریبا 2.5 کیلوگرم بوده و برای یک لپ‌تاپ 15.6 اینچی بسیار مناسب است.	+2
[{'Position': ['15', '18'], 'Value': '-', 'Text': 'ضعف'}, {'Position': ['33', '37'], 'Value': '-', 'Text': 'براق'}]	[{'Position': ['43', '52'], 'Value': '', 'Text': 'سطح خارجی', 'RelationText': 'سطح خارجی', 'Opinions': [{'Position': ['33', '37'], 'Value': '-', 'Text': 'براق'}]}]	شاید تنها نقطه ضعف بدنه را بتوان براق بودن سطح خارجی آن دانست که بسیار مستعد جذب اثر انگشت است و ترجیح می‌دادیم که Acer بدنه خارجی دستگاه را به یک روکش مات مجهز می‌کرد.	-1
[]	[]	• ورودی‌ها و خروجی‌ها در سمت چپ کیبورد به ترتیب،  پورت مربوط به آداپتور،  پورت شبکه گیگابیتی،  خروجی VGA،  پورت HDMI،  یک پورت USB 2.0 و ورودی و خروجی صوتی قرار دارند.	0
[]	[]	در سمت راست نیز درایو نوری و دو پورت USB 2.0 دیگر قرار دارند.	0
[{'Position': ['0', '8'], 'Value': '-', 'Text': 'متاسفانه'}, {'Position': ['53', '58'], 'Value': '-', 'Text': 'ندارد'}]	[]	متاسفانه پورت دوست داشتنی USB 3.0 در این لپ‌تاپ وجود ندارد.	-1
[]	[]	در لبه جلویی لپ‌تاپ نیز یک کارت خوان SD قرار دارد.	0
[{'Position': ['149', '158'], 'Value': '+', 'Text': 'استاندارد'}]	[{'Position': ['138', '148'], 'Value': '', 'Text': 'رزلوشن های', 'RelationText': 'رزلوشن', 'Opinions': [{'Position': ['149', '158'], 'Value': '+', 'Text': 'استاندارد'}]}]	• صفحه نمایش و بلندگوها با توجه به اینکه E1-531 لپ‌تاپ‌های خیلی گران قیمتی محسوب نمی‌شود،  اصلا جای تعجب ندارد که Acer از صفحات نمایشی با رزلوشن های استاندارد در آن‌ها استفاده کرده است.	0
[]	[]	صفحه نمایش 15.6 اینچی این لپ‌تاپ‌ها دارای دقت 1366x768 می‌باشد.	0
[{'Position': ['48', '58'], 'Value': '+', 'Text': 'بسیار زنده'}, {'Position': ['61', '66'], 'Value': '+', 'Text': 'طبیعی'}, {'Position': ['116', '132'], 'Value': '+', 'Text': 'کاملاً رضایت\u200cبخش'}]	[{'Position': ['14', '21'], 'Value': '', 'Text': 'رنگ\u200cهای', 'RelationText': 'رنگ\u200c صفحه نمایش', 'Opinions': [{'Position': ['48', '58'], 'Value': '+', 'Text': 'بسیار زنده'}, {'Position': ['61', '66'], 'Value': '+', 'Text': 'طبیعی'}]}, {'Position': ['75', '85'], 'Value': '', 'Text': 'زوایای دید', 'RelationText': 'زوایای دید', 'Opinions': [{'Position': ['116', '132'], 'Value': '+', 'Text': 'کاملاً رضایت\u200cبخش'}]}]	با وجود این،  رنگ‌های تولید شده توسط صفحه نمایش بسیار زنده و طبیعی هستند و زوایای دید آن نیز به خصوص در حالت افقی،  کاملاً رضایت‌بخش است.	+2
[]	[]	در بالای صفحه نمایش یک وب کم نیز برای انجام مکالمات اینترنتی،  تعبیه شده است.	0
[]	[]	در بالای کیبورد دستگاه،  گریل مربوط به بلندگوهای لپ‌تاپ قرار دارند.	0
[{'Position': ['51', '61'], 'Value': '+', 'Text': 'قابل قبولی'}]	[{'Position': ['40', '50'], 'Value': '', 'Text': 'بلندی صدای', 'RelationText': 'بلندی صدا', 'Opinions': [{'Position': ['51', '61'], 'Value': '+', 'Text': 'قابل قبولی'}]}, {'Position': ['32', '37'], 'Value': '', 'Text': 'کیفیت', 'RelationText': 'کیفیت صدا', 'Opinions': [{'Position': ['51', '61'], 'Value': '+', 'Text': 'قابل قبولی'}]}]	این بلندگوها برای مصارف اولیه،  کیفیت و بلندی صدای قابل قبولی را ارائه می‌دهند ولی علاقه‌مندان به گوش کردن به موسیقی و یا تماشای فیلم،  بهتر است از بلندگوهای خارجی و یا هدفون استفاده کنند.	+1
[{'Position': ['29', '33'], 'Value': '+', 'Text': 'عریض'}]	[{'Position': ['24', '28'], 'Value': '', 'Text': 'بدنه', 'RelationText': 'بدنه', 'Opinions': [{'Position': ['29', '33'], 'Value': '+', 'Text': 'عریض'}]}, {'Position': ['51', '57'], 'Value': '', 'Text': 'کیبورد', 'RelationText': 'کیبورد', 'Opinions': [{'Position': ['58', '62'], 'Value': '', 'Text': 'بزرگ'}]}]	• کیبورد و تاچ پدبه لطف بدنه عریض لپ‌تاپ،  Acer یک کیبورد بزرگ به همراه بخش عددی جداگانه را بر روی سری E1-531 قرار داده است.	+1
[]	[]	در بالا-سمت چپ کیبورد و در کنار بلندگوی لپ‌تاپ،  کلید پاور دستگاه قرار دارد.	0
[{'Position': ['7', '17'], 'Value': '', 'Text': 'بسیار بزرگ'}, {'Position': ['85', '98'], 'Value': '+', 'Text': 'بسیار لذت بخش'}]	[{'Position': ['0', '6'], 'Value': '', 'Text': 'کلیدها', 'RelationText': 'کلید', 'Opinions': [{'Position': ['7', '17'], 'Value': '', 'Text': 'بسیار بزرگ'}]}, {'Position': ['69', '78'], 'Value': '', 'Text': 'تایپ کردن', 'RelationText': 'تایپ کردن', 'Opinions': [{'Position': ['85', '98'], 'Value': '+', 'Text': 'بسیار لذت بخش'}]}]	کلیدها بسیار بزرگ بوده و با وجود اینکه کیبورد از نوع جزیره ای نیست،  تایپ کردن با آن بسیار لذت بخش است.	+2
[{'Position': ['14', '18'], 'Value': '+', 'Text': 'خوبی'}, {'Position': ['49', '61'], 'Value': '+', 'Text': 'بسیار بالایی'}]	[{'Position': ['34', '40'], 'Value': '', 'Text': 'حساسیت', 'RelationText': 'حساسیت تاچ\u200cپد', 'Opinions': [{'Position': ['49', '61'], 'Value': '+', 'Text': 'بسیار بالایی'}]}, {'Position': ['43', '48'], 'Value': '', 'Text': 'کیفیت', 'RelationText': 'کیفیت تاچ\u200cپد', 'Opinions': [{'Position': ['49', '61'], 'Value': '+', 'Text': 'بسیار بالایی'}]}, {'Position': ['19', '24'], 'Value': '', 'Text': 'طراحی', 'RelationText': 'طراحی تاچ\u200cپد', 'Opinions': [{'Position': ['14', '18'], 'Value': '+', 'Text': 'خوبی'}]}]	تاچ پد نیز به خوبی طراحی شده و از حساسیت و کیفیت بسیار بالایی برخوردار است.	+2
[{'Position': ['65', '75'], 'Value': '+', 'Text': 'کاملا راضی'}]	[{'Position': ['42', '48'], 'Value': '', 'Text': 'کیبورد', 'RelationText': 'کیبورد', 'Opinions': [{'Position': ['65', '75'], 'Value': '+', 'Text': 'کاملا راضی'}]}, {'Position': ['51', '57'], 'Value': '', 'Text': 'تاچ پد', 'RelationText': 'تاچ پد', 'Opinions': [{'Position': ['65', '75'], 'Value': '+', 'Text': 'کاملا راضی'}]}]	در کل می‌توانیم به طور خلاصه بگوییم که از کیبورد و تاچ پد E1-531 کاملا راضی بودیم.	+2
[]	[]	• سخت افزار داخلی اکثر مدل‌های E1-531 از نسل دوم پردازنده های دو هسته ای Intel Core i3 و Core i5 استفاده می‌کند.	0
[{'Position': ['24', '33'], 'Value': '+', 'Text': 'بهره گیری'}, {'Position': ['108', '117'], 'Value': '+', 'Text': 'می\u200cتوانند'}, {'Position': ['20', '23'], 'Value': '+', 'Text': 'لطف'}]	[]	این پردازنده های به لطف بهره گیری از تکنولوژی Hyper-Threading قابلیت ایجاد دو هسته ای مجازی دیگر را داشته و می‌توانند به صورت چهار هسته ای کار کنند.	+1
